measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Saint Vincent and the Grenadines,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Sierra Leone,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Australia,Both,All ages,Conflict and terrorism,Rate,1980,0.04096289234762864,0.045045864365042106,0.037251654673655814
Deaths,Taiwan (Province of China),Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Benin,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Paraguay,Both,All ages,Conflict and terrorism,Rate,1980,0.09989412781562065,0.1098510645747192,0.09084372074446438
Deaths,Burkina Faso,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Italy,Both,All ages,Conflict and terrorism,Rate,1980,0.24635404173521072,0.270909355120932,0.22403436779558214
Deaths,Mozambique,Both,All ages,Conflict and terrorism,Rate,1980,4.092079862848064,15.664771428673046,0.4772327088191258
Deaths,Malawi,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Algeria,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Guam,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Tajikistan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Senegal,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Antigua and Barbuda,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Bahamas,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Micronesia (Federated States of),Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Belarus,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Palestine,Both,All ages,Conflict and terrorism,Rate,1980,2.1169061216324625,2.3279085182592967,1.9251144462743404
Deaths,Syrian Arab Republic,Both,All ages,Conflict and terrorism,Rate,1980,6.615624639111841,17.163053493455294,1.863484819714158
Deaths,Central African Republic,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Congo,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,United States of America,Both,All ages,Conflict and terrorism,Rate,1980,0.01609656763231473,0.017700991330265585,0.014638218751290077
Deaths,Trinidad and Tobago,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,New Zealand,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Togo,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,South Sudan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Seychelles,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Democratic Republic of the Congo,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Papua New Guinea,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Spain,Both,All ages,Conflict and terrorism,Rate,1980,0.3258563998226922,0.3583361024491638,0.2963338129637315
Deaths,Latvia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Saudi Arabia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Lao People's Democratic Republic,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Iraq,Both,All ages,Conflict and terrorism,Rate,1980,141.8621990714926,156.00229895072326,129.00948512642282
Deaths,Cabo Verde,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Turkey,Both,All ages,Conflict and terrorism,Rate,1980,0.2442920494514031,0.26864183397154845,0.22215919199392511
Deaths,Monaco,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Kyrgyzstan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Marshall Islands,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Estonia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Rwanda,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Niue,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Cambodia,Both,All ages,Conflict and terrorism,Rate,1980,86.45896084127307,228.99111044139102,23.431926756130398
Deaths,Brazil,Both,All ages,Conflict and terrorism,Rate,1980,0.015414904843985342,0.01695138387468853,0.014018314605380862
Deaths,Jordan,Both,All ages,Conflict and terrorism,Rate,1980,0.04383637558895501,0.04820576174839917,0.03986480035946388
Deaths,Cuba,Both,All ages,Conflict and terrorism,Rate,1980,0.3474975353786214,0.3821343159318672,0.3160142618352065
Deaths,Republic of Moldova,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Ecuador,Both,All ages,Conflict and terrorism,Rate,1980,0.06352699274728293,0.06985903911589343,0.057771447782412715
Deaths,Angola,Both,All ages,Conflict and terrorism,Rate,1980,77.80359583200973,85.55866112233065,70.75459075756652
Deaths,Bulgaria,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Austria,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Indonesia,Both,All ages,Conflict and terrorism,Rate,1980,3.470011318664413,8.935030441774611,0.9910310876666693
Deaths,Lao People's Democratic Republic,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Chad,Both,All ages,Conflict and terrorism,Rate,1980,32.93403533638515,36.21673186957448,29.950212034576253
Deaths,Vanuatu,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Norway,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Dominica,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,United Republic of Tanzania,Both,All ages,Conflict and terrorism,Rate,1980,0.45493411969203384,0.5002796305682147,0.4137170925873924
Deaths,Russian Federation,Both,All ages,Conflict and terrorism,Rate,1980,0.0020855221441673844,0.002293396346117507,0.001896573856882025
Deaths,Bulgaria,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Côte d'Ivoire,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Albania,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Burundi,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Nauru,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Peru,Both,All ages,Conflict and terrorism,Rate,1980,0.06930201969114945,0.07620969126736277,0.06302325733771204
Deaths,Dominican Republic,Both,All ages,Conflict and terrorism,Rate,1980,0.017520807410307614,0.019267192059411076,0.015933422418355978
Deaths,Oman,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Belgium,Both,All ages,Conflict and terrorism,Rate,1980,0.2034045261878892,0.22367885109620994,0.18497607796604892
Deaths,Egypt,Both,All ages,Conflict and terrorism,Rate,1980,0.05034253108170998,0.05536041761052317,0.04578149822377496
Deaths,Gambia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Morocco,Both,All ages,Conflict and terrorism,Rate,1980,6.3639638202605555,7.91915839502092,5.074929586820904
Deaths,Equatorial Guinea,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Bosnia and Herzegovina,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Cameroon,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Colombia,Both,All ages,Conflict and terrorism,Rate,1980,1.3364660572817582,1.924924969901425,0.9007852756516961
Deaths,Denmark,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Belize,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Portugal,Both,All ages,Conflict and terrorism,Rate,1980,10.975192091017485,12.069143216662454,9.980839787434835
Deaths,Malta,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Brunei Darussalam,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Haiti,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Zambia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Cyprus,Both,All ages,Conflict and terrorism,Rate,1980,0.4478978908838339,0.4925420663882792,0.40731834604519257
Deaths,Tonga,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Maldives,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Denmark,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Sudan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Argentina,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Jamaica,Both,All ages,Conflict and terrorism,Rate,1980,0.5890136270484213,0.6477234988197964,0.5356489977972834
Deaths,Kenya,Both,All ages,Conflict and terrorism,Rate,1980,0.08949369066219415,0.09841396493403641,0.0813855631025046
Deaths,United Arab Emirates,Both,All ages,Conflict and terrorism,Rate,1980,0.09319994586022495,0.10248964073192467,0.08475603161331706
Deaths,Bolivia (Plurinational State of),Both,All ages,Conflict and terrorism,Rate,1980,0.21112182219190784,0.23216536777359137,0.19199418702232385
Deaths,Azerbaijan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Afghanistan,Both,All ages,Conflict and terrorism,Rate,1980,257.9663927213234,865.8499693836235,42.33555204242119
Deaths,Sri Lanka,Both,All ages,Conflict and terrorism,Rate,1981,0.16898646203545264,0.18583016999330626,0.1536762901126524
Deaths,Saint Lucia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Kiribati,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,San Marino,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Myanmar,Both,All ages,Conflict and terrorism,Rate,1980,7.831885468073852,21.410408454017887,1.998041063226708
Deaths,Czechia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Greece,Both,All ages,Conflict and terrorism,Rate,1980,0.050779514422424024,0.05584095722009319,0.04617889087779646
Deaths,Montenegro,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Guinea,Both,All ages,Conflict and terrorism,Rate,1980,0.021449337471122557,0.0235872979438215,0.019506027691406892
Deaths,Uganda,Both,All ages,Conflict and terrorism,Rate,1980,110.87424535116246,121.92562417907477,100.8290397311946
Deaths,Guinea-Bissau,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Switzerland,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Saint Kitts and Nevis,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Liberia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Ukraine,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Iran (Islamic Republic of),Both,All ages,Conflict and terrorism,Rate,1980,26.407457479304973,29.03961804609367,24.014942071962032
Deaths,France,Both,All ages,Conflict and terrorism,Rate,1980,0.07640956232894254,0.08402567747540989,0.06948685667719282
Deaths,Puerto Rico,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Yemen,Both,All ages,Conflict and terrorism,Rate,1980,5.810863362872635,14.856710829603495,1.6812756695045823
Deaths,Armenia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Philippines,Both,All ages,Conflict and terrorism,Rate,1980,8.826656585896746,17.59812138113664,3.8691527814592717
Deaths,Iceland,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Sri Lanka,Both,All ages,Conflict and terrorism,Rate,1980,0.22450908340948236,0.24688700285513243,0.2041685624953969
Deaths,Lesotho,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,El Salvador,Both,All ages,Conflict and terrorism,Rate,1980,59.18956530324875,67.54197720610581,51.80204518788615
Deaths,Hungary,Both,All ages,Conflict and terrorism,Rate,1980,0.009418308492355202,0.01035707740787296,0.008565009828645232
Deaths,Argentina,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Montenegro,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Honduras,Both,All ages,Conflict and terrorism,Rate,1980,0.19738071103526714,0.21705461279725594,0.17949802041144375
Deaths,Netherlands,Both,All ages,Conflict and terrorism,Rate,1980,0.01419212018417422,0.015606718281593655,0.012906314224622484
Deaths,Comoros,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Dominican Republic,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Democratic People's Republic of Korea,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Nigeria,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Guatemala,Both,All ages,Conflict and terrorism,Rate,1980,55.283468557157995,90.56407272125183,31.71457768967745
Deaths,Bhutan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Lebanon,Both,All ages,Conflict and terrorism,Rate,1980,3.5868088242880867,3.9443236193151967,3.2618439774440455
Deaths,Germany,Both,All ages,Conflict and terrorism,Rate,1980,0.06099724793813008,0.06707714225704363,0.05547089782995086
Deaths,North Macedonia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Greece,Both,All ages,Conflict and terrorism,Rate,1981,0.03016245462705835,0.03316889414245338,0.02742973651229578
Deaths,United Kingdom,Both,All ages,Conflict and terrorism,Rate,1980,0.3706589434275901,0.48698307452404377,0.288452499635153
Deaths,Barbados,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Iraq,Both,All ages,Conflict and terrorism,Rate,1981,178.72898621198271,196.5437792498198,162.53614168743636
Deaths,Republic of Korea,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Mexico,Both,All ages,Conflict and terrorism,Rate,1980,0.004305396131362353,0.004734536041187359,0.003915327281035828
Deaths,Comoros,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,American Samoa,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Taiwan (Province of China),Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Uruguay,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Ethiopia,Both,All ages,Conflict and terrorism,Rate,1980,5.7525343966632745,14.771850007384913,1.6511876433410206
Deaths,Canada,Both,All ages,Conflict and terrorism,Rate,1981,0.03644339781256705,0.040075889684122935,0.03314162630234784
Deaths,Andorra,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Japan,Both,All ages,Conflict and terrorism,Rate,1980,0.003348070041900216,0.003681788573721869,0.0030447349265682266
Deaths,South Africa,Both,All ages,Conflict and terrorism,Rate,1980,1.8821620138540838,2.069766316050038,1.7116381525247424
Deaths,Singapore,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Libya,Both,All ages,Conflict and terrorism,Rate,1980,0.19975401825991843,0.2196644791717042,0.1816563060231365
Deaths,Guyana,Both,All ages,Conflict and terrorism,Rate,1980,0.12586537339517306,0.13841099134550178,0.1144619717108224
Deaths,Kazakhstan,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Jordan,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Iceland,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Fiji,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Honduras,Both,All ages,Conflict and terrorism,Rate,1981,0.22114696973673445,0.2431897708531245,0.20111105629080794
Deaths,Northern Mariana Islands,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Bangladesh,Both,All ages,Conflict and terrorism,Rate,1980,0.0070474986253278825,0.007749957314909153,0.006408995313998536
Deaths,Liberia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Zimbabwe,Both,All ages,Conflict and terrorism,Rate,1980,0.49879978107865613,0.5485175971731053,0.45360852545152086
Deaths,Tuvalu,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Somalia,Both,All ages,Conflict and terrorism,Rate,1980,0.016202667322416923,0.017817666495899807,0.014734705810434411
Deaths,Bhutan,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Mexico,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Madagascar,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Solomon Islands,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Namibia,Both,All ages,Conflict and terrorism,Rate,1980,49.69397211299634,54.647213594325386,45.19169869172551
Deaths,Sao Tome and Principe,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Jamaica,Both,All ages,Conflict and terrorism,Rate,1981,0.2683563386489424,0.2951047286820647,0.2440432568091292
Deaths,Slovakia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,San Marino,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Uzbekistan,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Gabon,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,American Samoa,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Niger,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Bahrain,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Malaysia,Both,All ages,Conflict and terrorism,Rate,1981,0.7075672568865419,2.7086175541614494,0.08251897567821727
Deaths,Croatia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Bahamas,Both,All ages,Conflict and terrorism,Rate,1981,0.4599876152513323,0.5058368327697013,0.41831274149499986
Deaths,Bosnia and Herzegovina,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Tunisia,Both,All ages,Conflict and terrorism,Rate,1980,0.6267824896499826,0.6892569688573515,0.5699960017908028
Deaths,United States Virgin Islands,Both,All ages,Conflict and terrorism,Rate,1980,6.037837336907125,6.639658142993665,5.490809329121763
Deaths,Malaysia,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Saint Lucia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,South Africa,Both,All ages,Conflict and terrorism,Rate,1981,1.7777552694577068,1.9549528403080798,1.6166906582206757
Deaths,Tonga,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Republic of Moldova,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Panama,Both,All ages,Conflict and terrorism,Rate,1980,1.3844993752551429,1.5224992059145732,1.2590637444546204
Deaths,Slovenia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Madagascar,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Russian Federation,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Vanuatu,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Cook Islands,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Maldives,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Costa Rica,Both,All ages,Conflict and terrorism,Rate,1981,0.17181119732456857,0.1889364604774068,0.15624510441027697
Deaths,El Salvador,Both,All ages,Conflict and terrorism,Rate,1981,305.27997924254663,424.7064050951723,214.4256590132543
Deaths,Cyprus,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Switzerland,Both,All ages,Conflict and terrorism,Rate,1981,0.031183019564033295,0.03429118378295412,0.02835783827526692
Deaths,Finland,Both,All ages,Conflict and terrorism,Rate,1981,0.062212852161217025,0.06841391170413369,0.056576368321487006
Deaths,Morocco,Both,All ages,Conflict and terrorism,Rate,1981,2.894762941648877,3.6030417508472286,2.3078084855084127
Deaths,Turkmenistan,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Luxembourg,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Lithuania,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Palau,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Costa Rica,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Guyana,Both,All ages,Conflict and terrorism,Rate,1981,0.12578289126262993,0.1383202878150102,0.11438696245873724
Deaths,Czechia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Myanmar,Both,All ages,Conflict and terrorism,Rate,1981,9.354779773452018,27.47313205780221,2.06717660015271
Deaths,Papua New Guinea,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Afghanistan,Both,All ages,Conflict and terrorism,Rate,1981,244.81232536758324,821.7026685152211,40.176381430441275
Deaths,Grenada,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Slovakia,Both,All ages,Conflict and terrorism,Rate,1982,0.0,0.0,0.0
Deaths,Lebanon,Both,All ages,Conflict and terrorism,Rate,1981,10.312977060589416,11.340921972224812,9.378621432738035
Deaths,Samoa,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Sao Tome and Principe,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Philippines,Both,All ages,Conflict and terrorism,Rate,1981,9.16512975064081,16.141332000362212,4.778735183304539
Deaths,Fiji,Both,All ages,Conflict and terrorism,Rate,1982,0.0,0.0,0.0
Deaths,Sweden,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Ghana,Both,All ages,Conflict and terrorism,Rate,1980,0.0,0.0,0.0
Deaths,Djibouti,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Puerto Rico,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Brunei Darussalam,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Nicaragua,Both,All ages,Conflict and terrorism,Rate,1981,12.948755682416202,18.366025849353154,8.889322718827863
Deaths,India,Both,All ages,Conflict and terrorism,Rate,1981,0.02069803843730183,0.06979559791395297,0.004941839501813768
Deaths,Lesotho,Both,All ages,Conflict and terrorism,Rate,1981,0.7798639176666304,0.8575967722268297,0.7092082538220348
Deaths,Eritrea,Both,All ages,Conflict and terrorism,Rate,1981,392.85190087702927,475.15256559169893,323.1557946062326
Deaths,Mali,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,France,Both,All ages,Conflict and terrorism,Rate,1981,0.07964045964032736,0.08757861413893725,0.0724250347215641
Deaths,Botswana,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Tokelau,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Thailand,Both,All ages,Conflict and terrorism,Rate,1981,1.4172064291542723,2.331609707724749,0.808469650696046
Deaths,Chile,Both,All ages,Conflict and terrorism,Rate,1981,0.16614584216521622,0.18270641163412088,0.15109303037681257
Deaths,Mauritania,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Nepal,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Dominica,Both,All ages,Conflict and terrorism,Rate,1981,7.991260062074073,8.787788074315657,7.267251973162834
Deaths,Suriname,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Armenia,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
Deaths,Seychelles,Both,All ages,Conflict and terrorism,Rate,1981,0.0,0.0,0.0
